商品名稱或組群	類別	組群代碼	修正事項	公告期數
敏豆	31	3101	刪除	36卷11期
甜瓜	31	3101	刪除	36卷11期
結球白菜	31	3101	刪除	36卷11期
不結球白菜	31	3101	刪除	36卷11期
白菜	31	3101	新增	36卷11期
水果	31	3101	刪除	36卷11期
豌豆嬰	31	3101	刪除	36卷11期
海菜	31	3101	刪除	36卷11期
新鮮玉米	31	3101	刪除	36卷11期
新鮮綠豆	31	3101	刪除	36卷11期
新鮮奶花雲豆	31	3101	刪除	36卷11期
可樂豆	31	3101	修正為「可樂果」	36卷11期
杜松類漿果	31	3101	修正為「杜松類莓果」	36卷11期
菊苣（生菜）	31	3101	新增	36卷11期
新鮮菊苣	31	3101	刪除	36卷11期
新鮮漿果	31	3101	修正為「新鮮莓果」	36卷11期
新鮮菇類	31	3101	新增	36卷11期
槐豆	31	3101	刪除	36卷11期
鮮洋蔥	31	3101	修正為「新鮮洋蔥」	36卷11期
鮮豌豆	31	3101	修正為「新鮮豌豆」	36卷11期
人或動物食用海藻	31	3101	新增	36卷11期
活的動物、觀賞用動物	31	3102	組群名稱修正為「活動物、觀賞用動物」	36卷11期
蛋雞	31	3102	刪除	36卷11期
肉雞	31	3102	刪除	36卷11期
種雞	31	3102	刪除	36卷11期
活禽獸	31	3102	刪除	36卷11期
活的家禽	31	3102	修正為「活家禽」	36卷11期
活的動物	31	3102	修正為「活動物」	36卷11期
魚	31	3102	刪除	36卷11期
蝦	31	3102	刪除	36卷11期
鱉	31	3102	刪除	36卷11期
牡蠣	31	3102	刪除	36卷11期
活小龍蝦	31	3102	刪除	36卷11期
活的龍蝦	31	3102	修正為「活龍蝦」	36卷11期
牡蠣（活的）	31	3102	刪除	36卷11期
供孵化之受精卵	31	3104	修正為「已受精種蛋」	36卷11期
飼料	31	3105	修正備註：「非醫用飼料添加劑」、「動物用酵母」、「動物食用蛋白質」商品需檢索0511「動物用藥品、動物用含藥性洗滌劑」組群中之「醫療用飼料添加劑」、「動物用營養補充品」商品	36卷11期
動物用魚粉	31	3105	修正為「動物食用魚粉」	36卷11期
魚粉	31	3105	刪除	36卷11期
米糠	31	3105	刪除	36卷11期
脫脂糠	31	3105	刪除	36卷11期
蝦子飼料	31	3105	刪除	36卷11期
寵物飼料	31	3105	刪除	36卷11期
混合飼料	31	3105	刪除	36卷11期
輔助飼料	31	3105	刪除	36卷11期
完全飼料	31	3105	刪除	36卷11期
完全配合飼料	31	3105	刪除	36卷11期
非醫用飼料添加物	31	3105	刪除	36卷11期
水產稚苗飼料	31	3105	刪除	36卷11期
動物用奶粉	31	3105	刪除	36卷11期
高梁粕	31	3105	刪除	36卷11期
棉籽粕	31	3105	刪除	36卷11期
菜仔粕	31	3105	刪除	36卷11期
花生粕	31	3105	刪除	36卷11期
貓食	31	3105	刪除	36卷11期
飼料用南極蝦	31	3105	刪除	36卷11期
蝦糠	31	3105	刪除	36卷11期
小狗飼料	31	3105	刪除	36卷11期
動物飼料用乾草	31	3105	修正為「飼料用乾草」	36卷11期
動物飼料用石灰	31	3105	新增	36卷11期
家畜用油菜子渣餅	31	3105	修正為「家畜用油菜籽渣餅」	36卷11期
家禽用去殼小麥	31	3105	刪除	36卷11期
動物用米糠	31	3105	刪除	36卷11期
動物用食品	31	3105	修正為「動物食品」	36卷11期
寵物用食品	31	3105	修正為「寵物食品」	36卷11期
家畜用食品	31	3105	刪除	36卷11期
家畜用飼養劑	31	3105	刪除	36卷11期
動物用穀類加工副產品	31	3105	修正為「動物食用穀類加工副產品」	36卷11期
動物食用糧草	31	3105	刪除	36卷11期
鳥用的墨魚骨	31	3105	修正為「鳥用墨魚骨」	36卷11期
飼料用穀類渣	31	3105	刪除	36卷11期
動物食用穀物渣	31	3105	刪除	36卷11期
人或動物食用海藻	31	3105	新增	36卷11期
飼料用蒸餾渣	31	3105	刪除	36卷11期
飼養家畜用熟飼料	31	3105	刪除	36卷11期
蒸餾殘渣	31	3105	刪除	36卷11期
飼料用殘渣	31	3105	刪除	36卷11期
動物食用蒸餾殘渣	31	3105	修正為「動物食用蒸餾釀酒殘渣」	36卷11期
糧草	31	3105	刪除	36卷11期
寵物用飲料	31	3105	修正為「寵物飲料」	36卷11期
飼料用魚粉	31	3105	刪除	36卷11期
動物用糠類混合飼料	31	3105	修正為「動物食用糠類混合飼料」	36卷11期
動物用肥育劑	31	3105	新增	36卷11期
家畜用肥育劑	31	3105	新增	36卷11期
胞芽	31	3106	刪除	36卷11期
花草	31	3106	刪除	36卷11期
蘆薈	31	3106	刪除	36卷11期
蛇木板	31	3106	刪除	36卷11期
蛇木棒植物	31	3106	刪除	36卷11期
花粉	31	3106	修正為「原料花粉」	36卷11期
種苗	31	3106	修正為「植物種苗」	36卷11期
蔬菜種子	31	3106	刪除	36卷11期
蔬菜種苗	31	3106	刪除	36卷11期
咖啡種苗	31	3106	刪除	36卷11期
雜穀種子	31	3106	刪除	36卷11期
栽植用種子	31	3106	刪除	36卷11期
農作物種子	31	3106	刪除	36卷11期
植物菌種	31	3106	刪除	36卷11期
香菇菌種	31	3106	刪除	36卷11期
洋菇菌種	31	3106	刪除	36卷11期
小麥草	31	3106	刪除	36卷11期
麥芽	31	3106	刪除	36卷11期
未加工穀種	31	3106	刪除	36卷11期
花球莖	31	3106	刪除	36卷11期
籽苗	31	3106	刪除	36卷11期
胡椒植物	31	3106	新增	36卷11期
胡椒	31	3106	刪除	36卷11期
蛇麻子果實	31	3106	新增	36卷11期
菇類菌種	31	3106	新增	36卷11期
穀類的種子	31	3106	修正為「穀類種子」	36卷11期
椰子殼	31	3106	新增	36卷11期
未加工軟木	31	3108	修正為「粗製的軟木」	36卷11期
動物棲息用品	31	3109	組群名稱修正為「處理寵物穢物用品」	36卷11期
寵物用沙	31	3109	刪除	36卷11期
寵物用香味沙	31	3109	刪除	36卷11期
寵物棲息用香味沙	31	3109	修正為「處理寵物穢物用香味沙」	36卷11期
寵物棲息用紙製沙	31	3109	修正為「處理寵物穢物用紙製沙」	36卷11期
動物棲息用之乾草	31	3109	修正為「處理寵物穢物用稻草」	36卷11期
寵物棲息用品	31	3109	修正為「處理寵物穢物用品」	36卷11期
動物棲息用品	31	3109	刪除	36卷11期
家畜動物用墊草	31	3109	刪除	36卷11期
家畜動物築巢用草	31	3109	刪除	36卷11期
動物棲息用泥炭	31	3109	修正為「處理動物穢物用泥炭」	36卷11期
舖設用稻草	31	3109	刪除	36卷11期
未加工黑麥	31	3111	修正為「黑麥」	36卷11期
未加工小麥	31	3111	修正為「小麥」	36卷11期
未加工燕麥	31	3111	修正為「燕麥」	36卷11期
大麥	31	3111	新增	36卷11期
菇類菌種	31	3106	刪除	34卷18期
新鮮水果，新鮮蔬菜	31	3101	組群名稱修正為「新鮮水果、新鮮蔬菜」	33卷24期
奶花雲豆（生鮮）	31	3101	刪除	33卷17期
玉米（生鮮）	31	3101	刪除	33卷17期
杏仁（新鮮果實）	31	3101	刪除	33卷17期
芝麻（生鮮）	31	3101	刪除	33卷17期
洋槐豆	31	3101	新增	33卷17期
食用葫蘆科蔬菜	31	3101	新增	33卷17期
菊苣（生菜）	31	3101	刪除	33卷17期
新鮮水果及蔬菜	31	3101	組群名稱修正為「新鮮水果、新鮮蔬菜」	33卷17期
新鮮水果蔬菜	31	3101	刪除	33卷17期
新鮮奶花雲豆	31	3101	新增	33卷17期
新鮮玉米	31	3101	新增	33卷17期
新鮮杏仁果實	31	3101	新增	33卷17期
新鮮芝麻	31	3101	新增	33卷17期
新鮮香草	31	3101	新增	33卷17期
新鮮菊苣	31	3101	新增	33卷17期
新鮮綠豆	31	3101	新增	33卷17期
綠豆（生鮮）	31	3101	刪除	33卷17期
小龍蝦（活的）	31	3102	刪除	33卷17期
甲殼類動物（活的）	31	3102	刪除	33卷17期
牡蠣（活的）	31	3102	刪除	33卷17期
貝殼類動物（活的）	31	3102	刪除	33卷17期
活小龍蝦	31	3102	新增	33卷17期
活甲殼類動物	31	3102	新增	33卷17期
活牡蠣	31	3102	新增	33卷17期
活貝殼類動物	31	3102	新增	33卷17期
活的動物	31	3102	新增	33卷17期
活的動物、觀賞用動物	31	3102	新增備註：「蠶」商品需檢索2201「蠶繭」組群、3107「蠶種」組群所有商品	33卷17期
活海參	31	3102	新增	33卷17期
活淡水螯蝦	31	3102	新增	33卷17期
活淡菜	31	3102	新增	33卷17期
活軟體動物	31	3102	新增	33卷17期
海參（活的）	31	3102	刪除	33卷17期
淡菜（活的）	31	3102	刪除	33卷17期
魚苗	31	3102	新增	33卷17期
觀賞用動物	31	3102	新增	33卷17期
亞麻粉（飼料）	31	3105	刪除	33卷17期
油渣	31	3105	刪除	33卷17期
油渣餅	31	3105	新增	33卷17期
家畜用油菜子渣	31	3105	刪除	33卷17期
家畜用油菜子渣餅	31	3105	新增	33卷17期
家畜用食品	31	3105	新增	33卷17期
家畜用飼料	31	3105	刪除	33卷17期
家畜用飼養劑	31	3105	新增	33卷17期
家畜增肥用混合飼料	31	3105	新增	33卷17期
家禽用去殼小麥	31	3105	新增	33卷17期
家禽用去殼穀粒	31	3105	新增	33卷17期
家禽用碾去殼的小麥	31	3105	刪除	33卷17期
乾草（動物飼料）	31	3105	刪除	33卷17期
動物用魚粉	31	3105	新增	33卷17期
動物用飼料	31	3105	刪除	33卷17期
動物用糠類混合飼料	31	3105	新增	33卷17期
動物食用的玉米粉	31	3105	修正為「動物食用玉米粉」	33卷17期
動物食用花生渣	31	3105	修正為「動物食用花生渣餅」	33卷17期
動物食用蒸餾殘渣	31	3105	新增	33卷17期
動物食用穀物渣	31	3105	新增	33卷17期
動物飼料用乾草	31	3105	新增	33卷17期
殘渣（飼料）	31	3105	刪除	33卷17期
飼料	31	3105	新增備註：「非醫用飼料添加物」、「非醫用飼料添加劑」、「動物食用蛋白質」、「動物用酵母」商品須檢索0511「動物用藥品、動物用含藥性洗滌劑」組群中之「醫療用飼料添加劑」、「動物用營養補充品」商品	33卷17期
飼料奶粉	31	3105	刪除	33卷17期
飼料用亞麻粉	31	3105	新增	33卷17期
飼料用的穀類渣	31	3105	修正為「飼料用穀類渣」	33卷17期
飼料用的藻類	31	3105	修正為「飼料用藻類」	33卷17期
飼料用殘渣	31	3105	新增	33卷17期
糟粕	31	3105	新增	33卷17期
寵物用食品	31	3105	新增	33卷17期
寵物用飼料	31	3105	刪除	33卷17期
大黃	31	3106	新增	33卷17期
大黃（植物）	31	3106	刪除	33卷17期
天然植物	31	3106	新增	33卷17期
竹葉	31	3106	刪除	33卷17期
花粉（原料）	31	3106	刪除	33卷17期
籽生植物	31	3106	新增	33卷17期
胡椒	31	3106	新增	33卷17期
胡椒（植物）	31	3106	刪除	33卷17期
荷葉	31	3106	刪除	33卷17期
野薑花葉	31	3106	刪除	33卷17期
裝飾用乾燥花	31	3106	新增	33卷17期
粽葉	31	3106	刪除	33卷17期
蠶種	31	3107	新增備註：「蠶種」組群所有商品需檢索2201「蠶繭」組群所有商品及3102「活的動物、觀賞用動物」組群中之「蠶」商品	33卷17期
未加工木材	31	3108	新增	33卷17期
動物棲息用品	31	3109	新增	33卷17期
寵物棲息用香味沙	31	3109	新增	33卷17期
寵物棲息用紙製沙	31	3109	新增	33卷17期
小麥（未加工）	31	3111	刪除	33卷17期
未加工小麥	31	3111	新增	33卷17期
未加工黑麥	31	3111	新增	33卷17期
未加工穀物	31	3111	新增	33卷17期
未加工燕麥	31	3111	新增	33卷17期
未經加工的穀物	31	3111	刪除	33卷17期
黑麥（未加工）	31	3111	刪除	33卷17期
供孵化之受精卵	31	3104	新增	33卷05期
昆蟲用果凍	31	3105	新增	33卷05期
昆蟲用土	31	3105	新增	33卷05期
殘渣（飼料）	31	3105	新增	33卷05期
動物食用穀物	31	3105	新增	33卷05期
竹葉	31	3106	新增	33卷05期
粽葉	31	3106	新增	33卷05期
荷葉	31	3106	新增	33卷05期
野薑花葉	31	3106	新增	33卷05期
草本植物	31	3106	新增	33卷05期
大黃（植物）	31	3106	新增	33卷05期
寵物用香味沙	31	3109	新增	33卷05期
非代乳品以黃豆為主之飲料	32	320201	新增	42卷01期
以啤酒為主之雞尾酒飲料	32	3201	新增	41卷01期
桂圓茶	32	320201	刪除，移至「300102」	41卷01期
啤酒	32	3201	修正備註：「啤酒」組群所有商品需檢索3301「酒（啤酒除外）」組群所有商品及351937「菸零售批發、酒零售批發」小類組中之「酒零售批發」服務及430201「餐廳」小類組中之「啤酒屋」、「酒吧」、「居酒屋」服務	40卷13期
汽水、果汁、礦泉水、蔬菜茶包、製飲料用糖漿製劑	32	3202	組群名稱修正為「汽水、果汁、礦泉水、清涼飲料、製飲料用糖漿製劑」。修正備註：「汽水、果汁、礦泉水、清涼飲料、製飲料用糖漿製劑」組群所有商品需檢索300102「茶包、冰茶、茶飲料」小類組、300202「咖啡飲料、可可飲料、巧克力飲料」小類組所有商品及351902「飲料零售批發」小類組所有服務及430201「餐廳」小類組中之「冷熱飲料店」、「泡沫紅茶店」服務	39卷13期
汽水、果汁、礦泉水、蔬菜茶包	32	320201	小類組名稱修正為「汽水、果汁、礦泉水、清涼飲料」。修正備註一：「汽水、果汁、礦泉水、清涼飲料」小類組所有商品需檢索290101「獸乳、調味乳、乳酸菌飲料」小類組、290102「米漿、豆漿、豆奶」小類組所有商品	39卷13期
牛蒡茶	32	320201	刪除，移至「300102」	39卷13期
蔬菜茶包	32	320201	刪除，移至「300102」	39卷13期
薑湯	32	320201	刪除，移至「300102」	39卷13期
水果冰霜飲料	32	320201	修正為「水果冰沙飲料」	39卷08期
蘆薈飲料	32	320201	新增	39卷08期
洛神茶	32	320201	刪除	38卷05期
未發酵或正在發酵之麥芽汁	32	320201	修正為「麥芽汁」	38卷05期
苦瓜茶	32	320202	刪除	37卷08期
薑汁淡啤酒	32	3201	刪除	36卷23期
麥酒	32	3201	刪除	36卷23期
麥芽酒	32	3201	刪除	36卷23期
無酒精啤酒	32	3201	刪除	36卷23期
不含酒精之葡萄酒	32	3201	刪除	36卷23期
含微量酒精之水果飲料	32	3201	新增	36卷23期
不含酒精的飲料	32	3201	新增	36卷23期
不含酒精的雞尾酒飲料	32	3201	新增	36卷23期
不含酒精的開胃酒飲料	32	3201	新增	36卷23期
以蜂蜜為主的不含酒精飲料	32	3201	新增	36卷23期
汽水、果汁、礦泉水、綜合植物飲料、青草植物茶（包）、製飲料用糖漿製劑	32	3202	組群名稱修正為「汽水、果汁、礦泉水、蔬菜茶包、製飲料用糖漿製劑」。修正備註：「汽水、果汁、礦泉水、蔬菜茶包、製飲料用糖漿製劑」組群所有商品需檢索300102「茶包、冰茶、茶飲料」小類組、300202「咖啡飲料、可可飲料、巧克力飲料」小類組所有商品及351902「飲料零售批發」小類組所有服務及430201「餐廳」小類組中之「冷熱飲料店」、「泡沫紅茶店」服務	36卷23期
汽水、果汁、礦泉水	32	320201	小類組名稱修正為「汽水、果汁、礦泉水、蔬菜茶包」。修正備註：一、「汽水、果汁、礦泉水、蔬菜茶包」小類組所有商品需檢索290101「獸乳、調味乳、乳酸菌飲料」小類組、290102「米漿、豆漿、豆奶」小類組所有商品。修正備註：二、「綠豆沙飲料」商品需檢索2910「紅豆湯、綠豆湯、花生仁湯」組群中之「綠豆湯」商品	36卷23期
果汁汽水	32	320201	刪除	36卷23期
調味汽水	32	320201	刪除	36卷23期
碳酸水	32	320201	刪除	36卷23期
碳酸飲料	32	320201	刪除	36卷23期
濃縮碳酸水	32	320201	刪除	36卷23期
汽水粉	32	320201	刪除	36卷23期
冰淇淋汽水	32	320201	刪除	36卷23期
彈珠汽水	32	320201	刪除	36卷23期
山泉水	32	320201	刪除	36卷23期
鈣離子水	32	320201	刪除	36卷23期
沙士飲料濃縮液	32	320201	刪除	36卷23期
不含酒精的果汁	32	320201	刪除	36卷23期
不含酒精的果汁飲料	32	320201	刪除	36卷23期
果汁冰水（飲料）	32	320201	刪除	36卷23期
濃縮果汁	32	320201	刪除	36卷23期
果汁濃縮粉	32	320201	刪除	36卷23期
綜合果汁	32	320201	刪除	36卷23期
果汁粉	32	320201	刪除	36卷23期
不含酒精濃縮果汁	32	320201	新增	36卷23期
不含酒精水果飲料	32	320201	新增	36卷23期
蔬菜汁粉	32	320201	刪除	36卷23期
鴨梨汁	32	320201	刪除	36卷23期
烏梅茶	32	320201	刪除，移至「300102」	36卷23期
萊姆濃汁	32	320201	刪除	36卷23期
仙草汁	32	320201	刪除	36卷23期
仙草蜜汁	32	320201	刪除	36卷23期
仙草茶	32	320201	刪除，移至「300102」	36卷23期
